timestamp,src_ip,dst_ip,label
2026-08-31T04:24:35.739178+00:00,172.16.123.128,10.10.10.103,ssh-brute
2026-08-31T04:24:41.502668+00:00,172.16.123.128,10.10.10.103,ssh-brute
2026-08-31T04:24:47.525106+00:00,172.16.123.128,10.10.10.103,ssh-brute
2026-08-31T04:24:51.081276+00:00,172.16.123.128,10.10.10.103,ssh-brute
2026-08-31T04:24:54.909349+00:00,172.16.123.128,10.10.10.103,ssh-brute
2026-08-31T04:24:59.094946+00:00,172.16.123.128,10.10.10.103,ssh-brute
2026-08-31T04:25:03.201212+00:00,172.16.123.128,10.10.10.103,ssh-brute
2026-08-31T04:25:07.229188+00:00,172.16.123.128,10.10.10.103,ssh-brute
2026-08-31T04:41:25.428824+00:00,172.16.123.128,10.10.10.1,ssh-brute
2026-08-31T04:41:28.810664+00:00,172.16.123.128,10.10.10.1,ssh-brute
2026-08-31T04:41:34.672872+00:00,172.16.123.128,10.10.10.1,ssh-brute
2026-08-31T04:41:40.277266+00:00,172.16.123.128,10.10.10.1,ssh-brute
2026-08-31T04:41:43.855655+00:00,172.16.123.128,10.10.10.1,ssh-brute
2026-08-31T04:41:47.498610+00:00,172.16.123.128,10.10.10.1,ssh-brute
2026-08-31T04:41:53.469964+00:00,172.16.123.128,10.10.10.1,ssh-brute
2026-08-31T04:41:59.503659+00:00,172.16.123.128,10.10.10.1,ssh-brute
2026-08-31T04:42:03.244017+00:00,172.16.123.128,10.10.10.1,ssh-brute
2026-08-31T04:42:07.866073+00:00,172.16.123.128,10.10.10.1,ssh-brute
2026-08-31T04:42:12.784581+00:00,172.16.123.128,10.10.10.1,ssh-brute
2026-08-31T04:42:17.471905+00:00,172.16.123.128,10.10.10.1,ssh-brute
2026-08-31T04:42:22.470314+00:00,172.16.123.128,10.10.10.1,ssh-brute
2026-08-31T04:42:28.023694+00:00,172.16.123.128,10.10.10.1,ssh-brute
2026-08-31T04:42:33.186609+00:00,172.16.123.128,10.10.10.1,ssh-brute
2026-08-31T04:42:38.375859+00:00,172.16.123.128,10.10.10.1,ssh-brute
2026-08-31T04:45:08.951761+00:00,172.16.123.128,10.10.10.101,ssh-brute
2026-08-31T04:45:12.583554+00:00,172.16.123.128,10.10.10.101,ssh-brute
2026-08-31T04:45:16.447803+00:00,172.16.123.128,10.10.10.101,ssh-brute
2026-08-31T04:45:22.744352+00:00,172.16.123.128,10.10.10.101,ssh-brute
2026-08-31T04:47:38.485258+00:00,172.16.123.128,10.10.10.102,ssh-brute
2026-08-31T04:47:42.059651+00:00,172.16.123.128,10.10.10.102,ssh-brute
2026-08-31T04:47:45.765975+00:00,172.16.123.128,10.10.10.102,ssh-brute
2026-08-31T04:47:51.935696+00:00,172.16.123.128,10.10.10.102,ssh-brute
